Region,Sweet_Preference,Festival,Language,Socio_Economic_Class,Purchase_Amount,Cluster_Label
3,10,8,5,1,-1.3210432785859356,6
0,11,12,1,1,-1.0777643902627687,4
3,13,1,2,2,-1.2482329699666506,7
3,6,4,7,0,-1.338109398542731,3
3,13,3,5,2,-0.8181898614390948,7
3,6,3,7,0,1.3861903869757821,3
3,10,1,7,0,-0.2512710775018457,1
2,8,13,4,0,-0.8184595292487958,0
0,9,2,8,1,0.9592291962733811,1
2,4,13,11,2,-1.3186547922714407,5
3,6,4,2,1,0.3591797957157167,3
3,6,8,5,2,-0.36661185210826885,0
0,12,2,0,1,0.1746884899073798,7
2,1,1,10,1,0.8368385346419162,2
3,10,8,7,0,0.14837661647511946,6
3,10,8,5,1,-0.5338444180957382,6
0,9,12,8,0,1.554694244066128,6
1,3,6,12,0,-0.31290943400494425,9
2,7,1,10,0,1.5195218568865474,1
1,0,6,3,2,-1.6038862869895292,8
2,4,13,10,1,-0.8892665912817304,5
2,8,13,4,0,0.004181386230683452,0
2,4,1,10,2,1.0652471694587107,2
1,3,5,12,0,1.6156776930313808,9
3,6,8,5,2,-0.620831548710736,0
0,9,7,0,0,-1.1087761883783902,4
2,8,11,4,0,-1.6176008213114688,0
0,9,10,1,2,0.7661085205546104,4
1,0,0,12,2,0.2873325864167925,2
3,13,8,5,0,0.23940876423563315,6
0,12,12,1,1,0.9393893502739464,4
2,1,11,10,2,-0.6175570110215088,5
3,10,8,2,1,-0.757591652201986,4
3,5,3,5,0,0.816613448914337,3
3,5,3,7,0,1.4789561135129452,3
1,3,6,12,1,0.7017734859545016,9
0,12,10,1,1,0.1637476816280797,4
0,11,12,0,1,1.6177579875633608,4
2,1,9,11,2,-0.8626850500397691,9
0,12,2,0,2,1.161634149440431,7
3,10,8,7,0,1.2589457047696981,6
3,6,4,2,2,-1.560623865518917,3
1,11,1,3,1,0.41596413164419627,7
3,13,1,7,1,1.6935731660621718,1
1,3,0,3,2,-1.6857112052473926,3
2,1,11,4,2,-0.927366800395208,8
0,9,10,1,0,-1.5247580468286763,4
1,0,6,9,0,1.3535220580291398,9
1,11,1,9,2,-0.9509434717576433,1
0,9,12,8,0,1.4277192296697447,6
2,4,1,6,1,-1.229664415070092,3
3,5,4,2,1,0.6447965301619496,3
1,5,6,3,2,0.1894046475224948,3
1,11,1,12,2,0.6709157837301375,1
2,7,13,10,1,1.3833396129875137,5
3,10,1,7,1,1.1108210292981893,1
1,5,0,3,0,0.09760202030569222,3
0,12,2,1,0,-0.7258864225757046,7
3,10,3,7,2,0.30724948036185606,1
3,6,4,7,1,0.6856704653180669,3
2,1,1,4,2,-0.49951955831807515,3
3,6,4,7,0,-0.032955723562433384,3
2,7,13,4,0,-0.14197856662728922,0
1,0,6,9,1,-0.15889059069282685,9
3,5,3,7,1,-0.506646493288746,3
0,2,2,0,2,-0.1877450463308397,3
0,12,2,8,0,-0.001057874072079979,1
3,5,3,5,1,-0.2290812691607302,3
3,10,8,7,2,-0.8574843137098201,6
2,8,11,4,1,0.5512218001956832,0
2,8,11,4,0,0.5701755948203858,0
1,5,0,12,2,1.4066851405130623,2
3,13,3,7,2,-0.7412574877286648,1
3,10,1,7,2,-1.5370471941564818,1
1,0,5,12,2,1.2030474202159502,9
3,13,4,5,2,0.6669092905574362,7
0,2,7,0,0,0.8837222095570854,8
2,4,1,4,1,0.2558199766545831,3
3,10,1,7,1,-1.5464470435232043,1
0,11,2,1,1,-0.38090424602242495,7
0,9,12,1,0,-0.9695505506270161,4
2,7,13,10,1,0.7429941368659485,5
2,1,13,11,0,0.3257795112856003,5
3,13,4,2,1,1.6183743711283916,7
1,5,5,9,2,0.30736505228029926,9
1,3,0,9,0,-0.07186493610501443,2
2,1,1,6,1,-0.06246508673829213,3
3,5,8,2,1,-0.8217340669380229,0
2,4,13,6,2,-0.3752412220187027,0
0,12,12,1,0,0.3429997271336531,4
3,13,1,5,2,-0.8159554710158573,7
3,5,4,2,1,1.529499565845486,3
1,0,5,3,0,0.9594988640830824,8
0,9,12,8,2,-0.6394386275801088,6
2,7,1,11,0,1.6088589498432255,2
2,1,11,10,2,0.6819721639278808,5
2,7,1,10,2,-0.21490444716501753,1
3,6,1,2,2,-0.9887354890886055,3
0,11,12,0,2,0.34145876822107574,4
0,12,7,1,0,0.3993988233339887,4
2,1,1,10,1,0.36260842929620146,2
0,2,12,1,0,1.1080087792827353,8
3,10,1,2,2,0.6855934173724381,7
3,10,1,2,0,-0.845310738300458,7
1,0,5,3,2,-1.427292395608152,8
1,5,5,9,2,0.5077667588609989,9
3,10,3,7,1,-1.2035066375290897,1
0,9,12,1,1,0.7689207705700645,4
3,5,3,2,1,-1.7176861026833752,3
1,5,1,3,1,1.2223094066231686,3
0,12,2,0,0,1.361650616292986,7
2,8,11,6,2,-1.2125982951132968,0
2,4,9,10,1,-1.1488796440782185,5
3,13,3,7,0,0.3377219428580757,1
0,2,12,8,1,-1.0233300166759698,5
2,7,9,6,0,0.8490891579969068,0
0,11,7,1,0,0.9111898021737787,4
1,11,6,9,1,1.180241228309804,6
2,7,9,11,0,0.1484921883935631,5
1,11,6,3,0,-0.4190815030815315,7
3,13,8,7,2,-0.1659019537450543,6
3,6,1,2,1,-1.4682048547370836,3
0,11,12,0,0,1.5277274630960223,4
3,13,4,5,1,-1.307675460019326,7
0,2,12,8,1,-1.0044917939697102,5
3,6,4,2,2,-1.4997174644992926,3
0,9,7,0,2,-0.054875864093848016,4
0,2,7,8,0,0.9495211551241431,9
0,11,12,8,0,1.117793868377602,6
1,0,6,9,1,1.0571186111948645,9
3,10,8,2,1,0.0357710439385212,4
2,8,9,4,0,-1.3602606829110322,0
1,11,5,9,1,0.2942283775505765,1
2,8,9,6,1,-1.249350165178269,0
1,11,1,12,1,0.6316983794050413,1
0,11,7,8,0,0.34561935728503507,6
3,13,3,7,0,0.2365579902473648,1
0,9,12,0,2,-0.5427819797886875,4
0,9,2,8,2,-0.7018089395666817,1
2,1,13,6,0,-0.7163710012905389,8
1,11,1,12,0,-0.49235409937458985,1
0,11,12,8,2,1.6772390015888505,6
2,8,9,10,0,1.5499943193827665,6
3,5,8,7,1,0.16594354807850278,0
1,0,1,3,0,0.21910663056242513,3
0,9,10,8,2,0.9122299494397688,6
1,5,0,3,2,-1.7063600546759305,3
2,4,9,4,0,0.41827557001306254,0
3,6,4,7,1,1.438428894112158,3
0,9,10,0,1,1.133049361612119,4
2,1,1,4,2,-0.42486009900369703,3
3,6,8,5,2,-0.852977008890531,0
0,12,12,8,2,-0.6541162612224092,6
1,5,0,9,0,1.5793110626945528,2
1,0,6,9,1,-1.5406299236282244,9
0,2,10,0,0,-1.1197940446033188,8
3,5,1,2,1,0.9562628503666696,3
1,0,1,12,1,-0.804706470954042,2
2,8,11,6,1,0.9119988056028819,0
1,3,5,3,1,-1.4610393957935983,3
1,0,5,3,0,-1.2538189460247438,8
0,12,10,1,1,0.7952711679751392,4
3,6,3,7,1,-1.083966749885893,3
2,4,13,4,0,0.06424025984839024,0
3,5,8,2,2,0.38868915889157496,0
3,6,1,7,0,-0.10649798766519297,3
3,10,4,7,1,-1.3622254055245686,1
3,6,4,2,0,0.7894540480801593,3
0,2,10,8,0,0.680045965287159,5
1,3,6,9,2,-1.4580345259140723,9
2,8,1,11,0,-0.003176692576873817,1
0,9,2,8,0,1.0502613440338948,1
0,11,7,8,1,1.0518793508921014,6
0,9,10,1,1,-0.7593637549514499,4
3,6,1,5,0,-0.5915148053989497,3
1,3,0,12,0,-0.8686177418531922,2
1,0,1,12,1,-0.8412271971821278,2
0,2,12,1,1,0.8973211719605818,8
0,9,10,1,0,0.4495570359383851,4
1,0,5,3,1,-0.31348729359716093,8
3,10,4,2,0,1.0708716694896185,7
1,3,0,3,1,0.4818401251568829,3
3,13,8,5,1,0.6600520233964666,6
2,7,1,11,0,0.8725502574408988,2
1,0,1,9,0,-1.1063491780910806,2
2,1,13,10,1,1.6965780359416975,5
2,4,11,4,1,-0.49967365420933296,0
3,10,3,7,2,-1.2215743807790604,1
3,10,8,5,0,1.5791184428304803,6
0,12,10,0,2,0.564165855061334,4
3,10,3,5,2,1.3490918011554798,7
0,11,7,1,1,1.2131792250661475,4
0,12,2,1,0,0.013003376005189294,7
0,9,10,0,0,-0.9735185198269032,4
2,7,11,11,0,0.7086307531154712,5
2,1,1,6,1,0.33375397365818843,3
2,7,13,10,1,-1.5344660879779144,5
0,9,12,1,2,-1.15731639412458,4
0,2,10,0,2,-0.30632183465367563,8
3,10,1,7,0,-0.6947590525416398,1
0,9,7,8,1,-1.1853618463334898,6
2,4,1,10,2,1.1100890738147147,2
3,6,8,7,2,1.340038667544087,0
2,8,9,11,0,1.4841953738157088,5
3,6,4,5,1,1.027840391855893,3
2,8,11,10,0,-0.5663201271783084,5
1,5,5,3,0,-1.0494107462713433,3
1,3,6,12,1,1.293270564547361,9
0,12,10,0,2,-1.5966823040732296,4
2,1,11,6,2,1.6424518541374145,8
2,4,9,11,1,0.17095166454437938,5
3,5,3,2,2,-0.6406713947101708,3
2,8,11,6,0,1.2481204684088412,0
2,8,11,10,0,-0.6723766243364522,5
0,12,10,1,2,0.7909950069927366,4
3,6,3,7,0,0.7486571608696708,3
3,6,4,2,0,-1.1477239248937854,3
3,6,1,2,1,1.3691242670189865,3
3,6,1,7,2,-1.0393174653939607,3
1,0,5,12,2,0.17314753099480246,9
3,13,4,7,0,0.37678525129191437,1
0,2,2,0,0,-1.6339349857847898,3
2,7,9,11,0,-0.7871010153778445,5
3,10,1,7,0,-0.7605194741358832,1
0,2,10,8,1,-0.7137128471663428,5
0,2,12,8,0,-1.7237343664152416,5
3,6,8,5,0,-1.0915944965031512,0
0,2,10,8,0,0.008419023240271566,5
1,0,1,3,2,1.0733757277225568,3
3,10,3,5,1,-0.9567605916526232,7
3,10,3,7,1,1.1704176152421228,1
0,9,2,0,2,1.3560646402348926,7
0,11,10,0,1,-0.31807164636207885,4
0,12,7,1,0,0.8738215485437754,4
0,9,12,8,1,-0.8710832761133162,6
0,11,10,1,2,-0.6914845148524129,4
0,2,7,1,0,-1.2933060181595413,8
2,8,13,4,2,1.468939880581192,0
3,10,4,2,0,1.4913993567320083,7
0,9,2,1,2,0.32319840510703274,7
3,5,1,2,1,-1.5403602558185232,3
2,1,9,10,0,-1.5462929476319467,9
2,7,11,10,1,0.5388170809494345,5
3,5,1,5,1,-0.5129644248303136,3
3,10,4,5,2,-0.155115241357012,7
0,11,7,8,1,1.4618514695833356,6
3,5,4,7,2,-0.9345322593386933,3
1,3,6,9,2,-0.2696855365071465,9
2,1,9,10,1,-0.7314723986337981,9
3,6,1,7,1,-0.8373362759278697,3
2,7,11,6,1,0.5597741221604883,0
1,0,1,12,2,0.11786563000608583,2
3,5,1,2,2,0.15558059939141913,3
1,0,6,12,0,0.8250501989606988,9
2,1,1,6,1,-1.5015666151943856,3
3,5,8,5,0,-0.7262331383310346,0
3,6,3,2,2,-0.865150584299893,3
2,1,1,4,1,-0.22692392668312175,3
2,7,13,10,1,0.0456331809790172,5
3,5,4,5,0,0.5206722897538347,3
1,11,1,3,1,1.033233748049914,7
1,5,1,9,0,-1.4652770328031866,2
1,3,5,12,0,1.099148265535415,9
0,12,2,1,0,-0.40155309545096285,7
1,5,5,3,2,-1.40999513181447,3
3,13,4,7,0,1.3740168115664204,1
1,5,1,12,0,-0.2349369130285245,2
2,1,1,11,2,-0.6631693948338019,2
0,11,10,1,1,1.3084875338090634,4
1,0,6,3,1,1.073491299641,8
0,11,12,8,1,1.5824700284653364,6
0,11,10,1,0,0.7314754689944319,4
3,13,1,5,0,1.331833061334612,7
2,1,9,4,2,0.9932843882413432,8
3,5,3,5,2,-0.6947975765144543,3
0,9,10,0,2,-0.6085038774101164,4
3,13,3,2,0,0.01427466710806586,7
1,0,6,12,2,-0.17441575173704468,9
3,5,3,7,1,-1.0435165784307345,3
0,9,2,1,2,-0.05614715519672415,7
3,10,4,5,1,1.214566088087467,7
3,5,4,2,2,-1.4406987381475758,3
1,0,1,9,1,-0.3982400337889214,2
2,8,9,11,2,0.07529664004613357,5
0,9,2,0,1,-1.0544573867100344,7
2,7,1,6,0,-0.44627942788852376,3
1,0,1,3,2,0.23339902447658123,3
0,2,2,8,2,0.4080281932444225,2
3,5,8,5,1,-1.3454289533774741,0
0,2,10,8,0,0.912884856977614,5
3,13,4,7,2,0.34612016893162273,1
1,0,5,12,1,0.07795479417032945,9
3,5,4,2,1,1.045946659078678,3
2,7,1,4,1,-1.3515157410821552,3
3,13,3,5,0,-0.19560393678498483,7
2,1,13,10,2,-1.453604269040412,5
2,8,9,11,1,-0.894698471448566,5
2,7,9,11,1,1.1129783717757975,5
2,8,1,11,0,0.4691272141281186,1
1,3,5,9,2,-1.6309301159052636,9
0,12,2,1,1,0.46851083056308773,7
0,9,12,1,0,1.3337977839481483,4
0,11,2,0,1,-0.7401402925170463,7
3,6,4,7,0,1.2070153894158375,3
1,11,5,9,0,-0.8545179678031085,1
3,5,4,7,1,-1.3491657787404745,3
0,9,12,8,1,0.998562172516921,6
1,5,5,3,2,1.2444606909914697,3
0,2,2,1,0,0.13246621570275716,3
3,13,4,7,2,0.3835269465344408,1
1,0,0,12,1,0.887035271219127,2
2,1,13,11,2,1.5282667987154244,5
0,9,10,8,2,0.6715706912679832,6
0,2,2,1,2,0.5136994506744219,3
2,1,9,6,2,0.5804614955618407,8
3,13,8,5,1,-0.7873706831875456,6
3,5,8,2,2,0.7254272052625657,0
0,12,7,8,1,-1.1691817777514268,6
1,0,1,9,0,0.7784361918552304,2
3,13,3,7,1,1.018517590434799,1
2,1,1,10,1,0.962811925745124,2
3,6,4,7,0,0.772580547987436,3
0,11,12,8,2,0.6584725405110748,6
0,12,12,8,1,1.3886944452087204,6
3,5,8,2,0,1.0000646074566841,0
3,10,1,7,2,1.205397382557631,1
1,5,6,12,0,-0.1678281523857761,9
3,13,1,5,0,-1.7165689074717563,7
3,13,1,7,0,0.03380632132498497,1
2,1,1,4,1,-0.6914845148524129,3
0,2,10,0,2,-0.2545841391638873,8
3,13,1,7,0,-1.1733038428425713,1
0,11,7,8,1,1.583317555867254,6
2,1,1,4,0,-0.43711072235868786,3
2,7,13,6,2,0.42386154607115556,0
0,2,10,8,2,-0.4489375820127199,5
2,8,1,10,1,0.2591330383166247,1
1,0,6,9,0,-1.2639892748477553,9
1,11,6,9,2,-0.7752741557238125,6
2,4,11,10,0,0.40845195694538095,5
2,8,11,6,2,-1.601305180810962,0
2,8,11,11,2,0.1123567018936216,5
2,7,1,4,2,-0.433065705213172,3
2,4,9,11,2,0.6381704068378664,5
2,4,9,4,2,-0.592246760882424,0
3,6,8,5,1,-0.8114866901693828,0
2,1,9,4,0,0.571755077705778,8
0,9,12,0,2,0.7742370788184566,4
0,12,7,8,1,1.0178241589241395,6
1,11,6,12,2,-1.4024059091700258,6
1,11,1,12,2,1.346626266895356,1
3,5,1,5,0,1.2842174309359684,3
1,3,0,12,1,-0.0983309054285324,2
2,8,13,10,0,-0.2974227969335408,5
1,5,0,12,0,-0.7130194156556828,2
2,8,11,6,1,-0.8683095500706768,0
3,5,1,5,0,0.827746877057709,3
1,3,0,3,0,0.062275537234854,3
2,4,9,10,1,-0.03858022359334126,5
0,11,10,8,0,0.4851146628461101,6
1,0,6,3,0,1.614868689602278,8
2,8,1,10,2,1.4467115482672617,1
0,2,7,1,1,0.19622339071065,8
1,5,5,9,0,1.6034270696763901,9
0,2,2,1,1,-0.6688709428103385,3
2,8,13,6,2,-1.5560009887811845,0
3,10,4,7,0,0.8892696616423644,1
0,9,10,1,2,1.43419125710257,4
0,9,2,0,1,-0.5901664663504446,7
1,0,5,9,0,-0.9527926224527363,9
3,5,3,7,0,1.3781774006303793,3
2,8,9,6,0,-1.0583868319371068,0
3,10,3,5,2,-1.257363151523672,7
0,11,10,1,2,-0.7078957272713629,4
2,1,1,10,1,-1.1893683395061916,2
1,3,6,9,2,-0.6345846070054899,9
0,2,2,1,1,1.4788020176216876,3
3,10,3,2,2,0.13027034925233452,7
0,2,7,0,1,-1.172109599685324,8
0,11,7,1,2,-0.6489540488652747,4
1,5,0,12,0,-0.705199049174352,2
2,4,13,10,1,1.730556179964031,5
2,8,13,6,1,-0.7516974843613773,0
2,1,13,10,1,-0.08057135396107708,5
0,9,7,1,1,0.7388720717748041,4
2,4,11,6,1,1.4899739697378742,0
0,9,12,0,1,0.27400329182299726,4
2,1,13,4,1,0.514778121913226,8
1,11,1,3,1,0.8638438395848361,7
0,2,2,0,2,0.8368770586147305,3
0,12,12,0,1,0.6906015338383147,4
2,8,9,6,2,1.22084549565622,0
2,7,1,10,1,-1.1118581062035449,1
2,8,11,11,0,-1.5017977590312723,5
1,5,0,3,1,-0.38918690017752877,3
3,5,4,5,1,-0.021051815962772787,3
3,13,4,7,2,0.17977365431888565,1
0,2,10,8,1,0.2810917028208537,5
1,0,0,9,0,-0.9688956430891709,2
2,8,9,4,1,-0.8884190638798126,0
2,7,9,6,1,0.6343950575020519,0
1,0,0,12,1,-0.7643718714173268,2
2,8,11,11,0,1.1952655777074341,5
3,6,4,7,2,0.4967874266088843,3
2,1,9,11,0,1.3139194139758992,9
2,8,11,11,0,0.06947952015115323,5
1,0,5,9,1,0.34646688468695275,9
3,10,8,7,1,1.017015155495036,6
2,8,13,6,2,0.27273200072012116,0
2,4,11,6,1,0.7641437979410742,0
0,12,2,8,2,-1.6919135648705168,1
0,12,12,1,2,-0.6498786242128213,4
3,10,4,2,2,-0.5036801473820345,7
2,1,11,11,2,-1.34912725476766,5
2,7,9,4,1,0.1644796371115542,0
1,11,6,9,2,1.5808905455799447,6
2,1,11,6,0,0.32554836744871346,8
1,0,0,3,2,1.6383297890462696,3
1,3,5,12,2,0.5585798790032405,9
2,8,9,11,2,1.3579523149027999,5
0,9,12,8,0,-1.36484503567595,6
1,5,0,9,1,1.5034958841957413,2
1,11,1,3,2,0.8826435383182812,7
2,8,13,11,0,0.9873516964279201,5
2,7,11,6,1,-0.9618457560641288,0
1,3,1,12,1,1.3486680374545208,2
3,13,8,5,1,1.6121720115052671,6
0,9,2,8,2,-0.3753953179099605,1
3,10,3,5,2,0.4614609435380457,7
3,10,4,5,0,1.4168554693360733,7
2,7,1,4,2,0.6977284688089855,3
0,12,2,8,2,0.7276230717129882,1
2,7,9,11,0,1.7164949298867616,5
2,7,1,4,1,1.2244282251279628,3
1,11,5,9,0,-1.214563017726833,1
0,12,10,1,1,0.6559684822781361,4
0,2,2,8,2,0.6585881124295181,2
3,10,1,5,2,-1.6580509927666272,7
1,0,0,9,1,1.4622752332842945,2
3,5,1,5,1,-1.0895912499168006,3
0,9,12,1,1,-0.7588244193320479,4
1,0,0,9,2,-0.984189660296502,2
1,5,5,12,0,-1.0707530272105412,9
2,4,13,11,0,0.7804009144687666,5
2,1,13,11,2,0.18497439064883422,5
3,10,3,7,0,-0.6911763230698972,1
2,8,1,11,0,1.5638244256231495,1
2,7,11,11,0,-0.3078242695934386,5
3,13,3,7,2,0.8567169046141653,1
0,12,10,0,1,0.3621076176496138,4
3,13,4,5,0,-0.40351781806449927,7
3,6,4,5,2,0.5935211223459347,3
0,9,12,1,1,-0.047402213367847106,4
0,2,2,0,1,-0.46685122937143303,3
1,11,5,12,1,0.6624790336837761,1
3,5,1,7,2,-0.2491137350242372,3
3,10,1,5,1,1.6109007204023906,7
0,2,7,1,1,-1.265838425542848,8
3,6,8,2,2,0.2584010828331506,0
2,8,13,6,0,-0.3939253488337045,0
3,13,8,5,2,-0.4555251813639887,6
0,12,2,1,2,1.260717807519162,7
0,12,12,8,2,-0.11266182331550292,6
0,2,10,1,2,-1.4793382828804558,8
1,0,5,9,2,0.556499584471261,9
3,13,3,5,1,-1.3371848231951848,7
0,9,2,1,0,0.6021890162291829,7
1,5,6,9,1,-0.0725198436428597,9
2,1,9,11,0,0.2632551034077696,9
0,2,7,1,1,1.6736177481442938,8
0,2,7,1,1,1.053728501587194,8
1,0,1,3,1,1.0829681969533516,3
1,3,6,9,2,-1.179352106574438,9
1,5,5,3,1,1.1053891491313539,3
3,5,1,7,2,-0.9683177834969542,3
2,1,1,11,1,-1.5617410607305358,2
0,9,10,1,1,-0.4043268214936024,4
1,5,1,9,0,1.1068530600983024,2
3,5,8,2,1,1.1735765810129064,0
2,7,13,10,2,-0.9837658965955431,5
3,5,3,2,1,0.3689648848105834,3
2,8,11,11,0,-0.18466312850568492,5
2,7,13,6,2,-1.55049206066872,0
2,4,1,6,0,-0.9998689172319777,3
2,8,9,10,1,-1.1473001611928264,6
1,5,6,3,0,1.5124334458886908,3
0,12,2,1,1,1.349399992937995,7
3,10,1,2,2,-1.384068498110354,7
0,9,10,8,1,-1.3353356725000918,6
3,6,4,2,0,-0.38845494469405445,3
3,13,3,5,0,1.0542293132337817,7
0,12,7,1,1,-0.04782597706880596,4
0,9,2,0,1,0.6199485676966382,7
3,13,3,7,2,-1.422284279142275,1
2,4,9,6,1,-0.8468131732402212,0
1,3,5,3,0,0.21675666822074444,3
3,13,8,5,0,1.4913223087863796,6
2,4,13,11,1,-0.45271293134853474,5
0,12,10,8,2,0.8144561064367287,6
0,2,2,0,0,0.5902465846567074,3
0,2,7,0,2,-1.3337561896146999,8
1,3,6,12,2,-0.24618591309034007,9
0,2,10,1,1,0.6797762974774582,8
3,5,4,7,1,-0.7161783814264666,3
3,6,4,2,1,1.5659432441279433,3
3,13,4,7,1,1.0486433371756887,1
2,7,11,10,1,-0.9155784647139904,5
0,2,12,8,2,-0.9073343345317011,5
1,3,0,9,1,0.18258590433433916,2
2,1,13,6,0,0.45471924829551924,8
1,5,0,12,0,-1.6105124103136124,2
0,2,12,0,0,1.025451905541398,8
2,8,11,11,0,1.5096211958732368,5
3,10,8,7,1,-0.6442541241819134,6
0,11,2,8,0,0.3911546931516989,1
1,5,5,9,1,-0.9940903213098122,9
0,2,10,1,2,-0.754509734376831,8
2,8,13,11,0,-0.5952901547347645,5
1,11,1,3,2,-1.0653981949893343,7
0,11,10,1,0,0.8975137918246537,4
0,11,10,8,2,-1.2625253638808065,6
2,4,1,4,1,-1.2574787234421152,3
3,13,3,2,0,0.370043556049388,7
0,12,2,0,2,-0.5962917780279399,7
2,8,9,10,0,0.5833122695501091,6
1,5,5,3,2,-1.2453821959783822,3
2,8,13,6,0,1.4155071302875686,0
1,11,6,12,1,0.981457528587311,6
1,3,1,12,0,-1.1852462744150467,2
0,2,10,1,0,-1.048678790787869,8
1,11,5,12,0,1.1122078923195091,1
2,4,13,6,2,-0.9918174069137605,0
2,8,13,6,1,-1.019053855693567,0
3,6,8,5,0,0.9349590934002863,0
0,11,10,1,1,1.600152531987163,4
3,5,8,5,1,1.6872167105477898,0
3,5,8,2,0,1.4146210789128364,0
1,3,1,12,2,1.0405147789118425,2
2,1,9,4,0,-0.3926925817036426,8
3,13,1,5,0,0.25743798351278974,7
3,6,1,5,2,-0.8991287283222261,3
0,2,2,8,2,0.6642511364332403,2
2,8,9,11,2,-1.4482879607920196,5
2,8,1,6,0,-0.48645993153398115,1
2,1,13,4,1,-0.6507261516147388,8
3,5,8,2,2,-0.600529415037528,0
3,10,3,5,2,-1.0105015337287622,7
1,0,1,9,2,-0.4959368288463325,2
1,3,6,12,2,-1.5373939099118117,9
1,0,6,9,1,0.435803977643631,9
2,1,13,11,0,-0.6494163365390481,5
3,6,4,5,1,-1.313222912104605,3
1,5,0,3,2,0.014775478754653517,3
0,11,12,0,1,-0.886762533048792,4
0,12,10,0,1,0.06277634888144167,4
1,3,6,12,2,1.1354763718994285,9
3,6,8,5,0,0.8715871581205379,0
1,0,1,9,2,0.3939669431671528,2
0,11,12,8,2,-0.652767922173904,6
1,5,5,12,2,-0.3302837457442551,9
0,2,12,0,1,0.56170032080121,8
2,1,9,10,1,-1.0345404927649706,9
0,9,7,0,1,-1.0743357566822838,4
0,2,2,1,2,0.7048168798068419,3
1,0,5,3,2,1.1603628583375547,8
1,5,5,3,1,1.4012917843190411,3
3,5,1,7,0,0.9055267781700568,3
2,4,11,10,2,1.5411723296082607,5
0,11,12,0,1,-0.8564826904166448,4
3,6,1,5,1,0.48388189571604795,3
1,0,1,12,0,-1.5508002524512354,2
1,11,0,12,2,0.750429263619135,1
0,9,2,1,2,-0.7674537892424818,7
0,12,10,1,0,-1.6813579963193614,4
1,0,5,12,2,-0.7271577136785812,9
0,12,12,8,1,-0.1043406451875843,6
2,8,9,10,0,0.4831884642053883,6
2,4,11,6,0,1.3149980852147032,0
0,2,12,8,2,1.5796577784498829,5
3,13,4,7,0,0.2654509698581922,1
2,4,9,4,1,1.3244749825270548,0
0,12,12,1,1,0.09097589698160902,4
1,5,5,9,2,-0.565241455939504,9
2,7,9,6,2,0.17908022280822555,0
2,4,9,4,1,1.0104275561437672,0
1,3,1,12,2,1.1714962864809269,2
0,2,10,8,0,1.1432196904351304,5
3,13,1,2,0,1.0957581559277447,7
0,2,10,8,2,-1.1936830244614085,5
0,11,7,0,2,-0.7264642821679212,4
3,10,3,2,0,1.026607624725831,7
1,11,6,9,1,0.24584226769564432,6
0,11,2,8,0,-0.5767215998382061,1
2,7,9,10,0,-0.09621208692373856,5
1,0,0,9,1,0.8768649423961157,2
1,11,5,9,2,-0.5818838121953406,1
2,1,11,4,0,1.2775913076118852,8
2,8,1,4,0,-1.5480650503814106,7
0,12,7,1,0,-0.9601121772874791,4
2,7,11,6,0,1.4590392195678816,0
1,11,1,3,2,1.1864050639601138,7
0,12,7,8,2,-1.570755670369114,6
1,3,1,9,0,-0.30374072847510836,2
3,13,3,2,1,0.9548759873453498,7
2,1,1,11,2,-1.321852282015039,2
3,6,1,7,1,0.9234404255287697,3
3,6,4,7,0,-1.5454068962572145,3
0,9,10,0,2,-0.46800694855586594,4
0,11,7,8,1,-0.32905097861419313,6
3,5,4,7,1,1.7055541216074614,3
0,9,10,1,1,0.1194451128914776,4
2,8,13,10,1,0.4250557892284033,5
2,1,9,4,1,-0.8925026049981429,8
2,7,13,4,2,-0.5348845653617279,0
2,4,11,4,0,-1.285947939351984,0
1,5,1,12,0,-1.4843849233191468,2
2,8,13,6,1,1.4325347262715493,0
0,12,2,0,0,-1.632278454953769,7
3,5,4,7,2,-0.4332968490500586,3
3,10,4,7,2,-1.4749850739524244,1
0,11,2,1,0,-1.070290739536768,7
2,4,11,4,0,0.09640777714844445,0
3,13,8,2,0,-1.4317611764546265,4
0,9,2,8,1,-0.7640251556619969,1
2,4,11,4,1,1.2327879272286955,0
3,13,4,2,1,1.6458419637450847,7
1,3,5,9,2,-0.7176422923934151,9
0,2,12,8,2,-0.9296011908184453,5
3,13,8,5,0,-1.3045935421941712,6
3,6,8,5,2,-1.05407214698189,0
2,1,9,6,0,0.06304601669114247,8
0,11,2,0,2,-0.06296589838487979,7
2,7,1,11,0,0.6479169719599192,2
1,11,5,3,0,-0.1303058028645146,7
0,2,12,0,1,-0.1393204125030929,8
3,5,1,5,2,-0.10206773079153286,3
2,4,11,4,0,-0.680736326437185,0
0,12,7,8,0,-1.1439100515851561,6
3,10,3,2,2,1.0622422995791847,7
3,6,8,5,2,1.0543834091250397,0
3,13,8,5,2,-0.04258671676604253,6
2,1,9,6,0,0.554650433776168,8
0,11,10,1,2,0.2734639562035952,4
0,11,2,8,2,-1.2733891242144777,1
1,5,6,12,1,0.5495652693646622,9
2,4,13,11,2,-1.689255410746321,5
0,11,10,1,2,-1.2247333465498442,4
3,5,3,5,0,-0.2714961632294249,3
2,7,1,10,1,-1.4422782210329679,1
3,6,1,5,2,1.7110245257471113,3
3,13,4,7,2,0.9146184357542638,1
3,13,8,5,1,-0.6020703739501054,6
2,4,11,11,2,-0.7102842135858579,5
1,0,1,9,1,-0.6670603160880599,2
